epoch,train_loss,train_acc,train_f1,val_loss,val_acc,val_f1
50,0.012000916234244955,0.9963565703181929,0.9953002887913852,1.4438058475788489,0.7732426301151717,0.5911828426069046
51,0.014912926690618581,0.9951420937575904,0.9918110782967541,1.6581383435363943,0.776643991200021,0.5751661123377475
52,0.01096484198571525,0.9956278843963091,0.992905734548794,1.6224658302709358,0.7709750569596583,0.5763909854761256
53,0.025803396912230117,0.9924702453242652,0.9864950716470805,1.5007339837599774,0.7687074827228815,0.5460150948269124
54,0.028557804327744078,0.989312606266699,0.9679972155696088,1.4631837606430054,0.784580499136529,0.5692767609116418
55,0.010669900380479873,0.9973281515666748,0.9923521055469946,1.471200051491493,0.7664399090267363,0.5559039612534683
56,0.003906075723361325,0.9995142093757591,0.9994916612446016,1.5985685581523004,0.7936507939211095,0.5746222699606158
57,0.000608126271860156,1.0,1.0,1.5474969264871679,0.7800453510684491,0.5955017767843729
58,0.0002045554087088073,1.0,1.0,1.5893417740084417,0.7834467116126668,0.5688274840808772
59,0.0006011494467220177,1.0,1.0,1.6220777383466967,0.7789115648961662,0.5695073010035289
60,0.002117902399898321,0.9987855234393976,0.9987297130089607,1.6478029486814054,0.776643991200021,0.5962006053186425
61,0.007634843581727156,0.9978139421909157,0.9937278054686599,1.7901795218590977,0.7573696147827875,0.5898472161707001
62,0.037065025783710154,0.9861549672380883,0.9645973723597825,2.361904827104945,0.7460317463020619,0.44019756636579066
63,0.06911977468466105,0.9759533641000728,0.9568602118626952,1.0259381375885874,0.7755102038113169,0.5961960636798507
64,0.011431145636382463,0.9961136750060724,0.9900359491824378,1.3009038470229324,0.782312925305226,0.6205889852538439
