filepath,label
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-21_start2688_end2944_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-21_start2816_end3072_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-21_start2944_end3200_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-21_start3072_end3328_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-21_start3200_end3456_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-21_start3328_end3584_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-21_start3456_end3712_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-21_start3584_end3840_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-21_start3712_end3968_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-21_start3840_end4096_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-21_start3968_end4224_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-21_start4096_end4352_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-21_start4224_end4480_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-21_start4352_end4608_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-21_start4480_end4736_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-21_start4608_end4864_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-21_start4736_end4992_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-21_start4864_end5120_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-21_start4992_end5248_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-21_start5120_end5376_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-21_start5248_end5504_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-21_start5376_end5632_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-21_start5504_end5760_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-21_start5632_end5888_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-21_start5760_end6016_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-21_start5888_end6144_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-21_start6016_end6272_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-21_start6144_end6400_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-21_start6272_end6528_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-21_start6400_end6656_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-21_start6528_end6784_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-21_start6656_end6912_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-21_start6784_end7040_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-21_start6912_end7168_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-21_start7040_end7296_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-21_start7168_end7424_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-21_start7296_end7552_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-21_start7424_end7680_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-21_start7552_end7808_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-21_start7680_end7936_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-21_start7808_end8064_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-21_start7936_end8192_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-21_start8064_end8320_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-21_start8192_end8448_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-21_start8320_end8576_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-21_start8448_end8704_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-21_start8576_end8832_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-21_start8704_end8960_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-21_start8832_end9088_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-21_start8960_end9216_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-21_start9088_end9344_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-21_start9216_end9472_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-21_start9344_end9600_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-21_start9472_end9728_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-21_start9600_end9856_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-21_start9728_end9984_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-21_start9856_end10112_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-21_start9984_end10240_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-21_start10112_end10368_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-21_start10240_end10496_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-21_start10368_end10624_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-21_start10496_end10752_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-21_start10624_end10880_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-21_start10752_end11008_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-21_start10880_end11136_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-21_start11008_end11264_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-21_start11136_end11392_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-21_start11264_end11520_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-21_start11392_end11648_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-21_start11520_end11776_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-21_start11648_end11904_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-21_start11776_end12032_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-21_start11904_end12160_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-21_start12032_end12288_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-21_start12160_end12416_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-21_start12288_end12544_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-21_start12416_end12672_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-21_start12544_end12800_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-21_start12672_end12928_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-21_start12800_end13056_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-21_start12928_end13184_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-21_start13056_end13312_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-21_start13184_end13440_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-21_start13312_end13568_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-21_start13440_end13696_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-21_start13568_end13824_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-21_start13696_end13952_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-21_start13824_end14080_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-21_start13952_end14208_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-21_start14080_end14336_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-21_start14208_end14464_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-21_start14336_end14592_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-21_start14464_end14720_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-21_start14592_end14848_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-21_start14720_end14976_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-21_start14848_end15104_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-21_start14976_end15232_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-21_start15104_end15360_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-21_start15232_end15488_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-21_start15360_end15616_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-21_start15488_end15744_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-21_start15616_end15872_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-21_start15744_end16000_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-21_start15872_end16128_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-21_start16000_end16256_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-21_start16128_end16384_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-21_start16256_end16512_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-21_start16384_end16640_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-21_start16512_end16768_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-21_start16640_end16896_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-21_start16768_end17024_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-21_start16896_end17152_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-21_start17024_end17280_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-21_start17152_end17408_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-21_start17280_end17536_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-21_start17408_end17664_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-21_start17536_end17792_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-21_start17664_end17920_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-21_start17792_end18048_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-21_start17920_end18176_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-21_start18048_end18304_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-21_start18176_end18432_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-21_start18304_end18560_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-21_start18432_end18688_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-21_start18560_end18816_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-21_start18688_end18944_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-21_start18816_end19072_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-21_start18944_end19200_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-21_start19072_end19328_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-21_start19200_end19456_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-21_start19328_end19584_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-21_start19456_end19712_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-21_start19584_end19840_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-21_start19712_end19968_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-21_start19840_end20096_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-21_start19968_end20224_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-21_start20096_end20352_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-21_start20224_end20480_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-21_start20352_end20608_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-21_start20480_end20736_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-21_start20608_end20864_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-21_start20736_end20992_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-21_start20864_end21120_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-21_start20992_end21248_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-21_start21120_end21376_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-21_start21248_end21504_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-21_start21376_end21632_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-21_start21504_end21760_label_Calm.npy,Calm
C:\Users\priya\Desktop\Smart IoT Indor Sensing Project\Feature Extraction and ML\Feature\csi_2025-09-23_14-34-21_start21632_end21888_label_Calm.npy,Calm
